date	open	close	pct_change	volume	daily_vwap	rolling_vwap_10d	high_fidelity
2026-04-29	31.5700	29.2400		1741400	29.0933	29.0933	True
2026-04-30	30.5000	33.1600	13.4063	1976900	33.0546	31.8643	True
2026-05-01	33.4100	31.9700	-3.5887	1361700	31.8301	31.8597	True
2026-05-04	31.9500	32.0600	0.2815	1146100	31.9632	31.8694	True
2026-05-05	32.8800	32.7100	2.0274	1770800	31.6212	31.7913	True
2026-05-06	33.6400	36.8700	12.7178	2117700	37.0000	33.3303	True
2026-05-07	36.2600	33.3800	-9.4657	1508500	33.8109	33.4545	True
2026-05-08	34.0600	34.7900	4.2241	1843000	34.6194	33.7991	True
2026-05-11	34.7800	35.8800	3.1331	4738400	34.2239	33.9124	True
2026-05-12	34.5600	31.2400	-12.9320	2150330	32.4373	33.8580	True
